시군구,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
세종특별자치시 연서면 고복리,대,보전관리지역,8m미만,201807,3,100,900, ,
세종특별자치시 전의면 신정리,전,계획관리지역,-,201807,3,47,938,지분,
세종특별자치시 전의면 영당리,임야,농림지역,-,201807,4,231,"1,043",지분,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,201807,4,198,"1,194",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,4,165,"1,345",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,4,330,"1,390",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,4,264,"1,403",지분,
세종특별자치시 전의면 영당리,임야,농림지역,-,201807,4,331,"1,490",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,4,330,"1,754",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,4,330,"1,776",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,4,330,"1,832",지분,
세종특별자치시 전의면 유천리,임야,농림지역,-,201807,4,462,"1,946",지분,
세종특별자치시 연서면 고복리,임야,보전관리지역,-,201807,4,330,"1,990",지분,
세종특별자치시 금남면 성덕리,전,보전관리지역,-,201807,4,401,"11,780", ,
세종특별자치시 조치원읍 신안리,전,자연녹지지역,-,201807,4,830,"12,000", ,
세종특별자치시 전동면 청송리,임야,농림지역,-,201807,4,1653,"14,950", ,
세종특별자치시 금남면 성덕리,전,보전관리지역,8m미만,201807,4,512,"15,040", ,
세종특별자치시 연서면 성제리,답,농림지역,8m미만,201807,4,3000,"27,225", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,-,201807,4,1818,"33,000", ,
세종특별자치시 전의면 영당리,임야,농림지역,-,201807,4,100,447,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,4,992,"5,263",지분,
세종특별자치시 금남면 성덕리,전,보전관리지역,8m미만,201807,4,197,"5,780", ,
세종특별자치시 연서면 고복리,임야,보전관리지역,-,201807,4,99,597,지분,
세종특별자치시 전의면 유천리,임야,농림지역,-,201807,4,585,605,지분,
세종특별자치시 금남면 축산리,답,자연녹지지역,-,201807,4,32,618, ,
세종특별자치시 장군면 은용리,임야,농림지역,-,201807,4,99,687,지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,4,330,690,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,198,"1,099",지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,330,"1,139",지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,330,"1,150",지분,
세종특별자치시 전의면 다방리,임야,농림지역,8m미만,201807,5,330,"1,188",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,8m미만,201807,5,56,"1,190",지분,
세종특별자치시 전동면 송성리,임야,농림지역,-,201807,5,661,"1,703",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,330,"1,832",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,330,"1,850",지분,
세종특별자치시 금남면 도암리,임야,농림지역,-,201807,5,331,"1,990",지분,
세종특별자치시 연서면 부동리,전,계획관리지역,8m미만,201807,5,1296,"16,000", ,
세종특별자치시 도담동,대,제1종전용주거지역,25m미만,201807,5,494.7,"164,615", ,
세종특별자치시 연서면 신대리,과수원,계획관리지역,-,201807,5,1809,"18,000", ,
세종특별자치시 장군면 송학리,전,계획관리지역,-,201807,5,10,195,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,363,"2,015",지분,
세종특별자치시 전동면 보덕리,임야,농림지역,-,201807,5,661,"2,100",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,5,661,"2,780",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,5,347,"2,825",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,556,"2,930",지분,
세종특별자치시 장군면 대교리,임야,보전관리지역,8m미만,201807,5,981,"20,790",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,5,26,215,지분,
세종특별자치시 장군면 봉안리,임야,보전관리지역,-,201807,5,336,"23,376", ,
세종특별자치시 장군면 대교리,임야,보전관리지역,-,201807,5,1653,"25,000",지분,
세종특별자치시 금남면 부용리,답,생산관리지역,-,201807,5,32,"3,000", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,5,843,"3,324",지분,
세종특별자치시 금남면 영곡리,답,계획관리지역,-,201807,5,122,"3,340", ,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,661,"3,508",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,661,"3,552",지분,
세종특별자치시 금남면 영곡리,전,계획관리지역,8m미만,201807,5,136,"3,660", ,
세종특별자치시 금남면 영곡리,과수원,계획관리지역,8m미만,201807,5,1359,"36,000", ,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,5,47,377,지분,
세종특별자치시 장군면 송학리,전,계획관리지역,-,201807,5,20,390,지분,
세종특별자치시 연서면 부동리,전,계획관리지역,-,201807,5,344,"4,000", ,
세종특별자치시 전의면 유천리,임야,농림지역,-,201807,5,992,"4,170",지분,
세종특별자치시 금남면 영곡리,임야,보전관리지역,8m미만,201807,5,76.03,"4,463",지분,
세종특별자치시 금남면 영곡리,과수원,계획관리지역,8m미만,201807,5,1742,"47,000", ,
세종특별자치시 전의면 다방리,임야,농림지역,8m미만,201807,5,165,499,지분,
세종특별자치시 전의면 양곡리,대,계획관리지역,8m미만,201807,5,439,"5,300", ,
세종특별자치시 전동면 청송리,임야,농림지역,-,201807,5,661,"5,980",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,99,516,지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,165,552,지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,165,552,지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,165,569,지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,165,569,지분,
세종특별자치시 전동면 심중리,임야,농림지역,-,201807,5,165,569,지분,
세종특별자치시 전동면 심중리,임야,계획관리지역,-,201807,5,165,589,지분,
세종특별자치시 금남면 부용리,답,생산관리지역,-,201807,5,66,"6,000", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,5,165,658,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,132,733,지분,
세종특별자치시 소정면 고등리,임야,농림지역,-,201807,5,330,782,지분,
세종특별자치시 소정면 고등리,임야,농림지역,-,201807,5,330,790,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,877,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,888,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,907,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,916,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,916,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,916,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,5,165,925,지분,
세종특별자치시 연서면 고복리,임야,보전관리지역,-,201807,5,165,995,지분,
세종특별자치시 장군면 대교리,임야,농림지역,8m미만,201807,6,168.6,"1,015", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201807,6,165,"1,161",지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,165,"1,173",지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,165,"1,173",지분,
세종특별자치시 전의면 노곡리,임야,농림지역,8m미만,201807,6,165,"1,183",지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,165,"1,185",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,-,201807,6,49,"1,290",지분,
세종특별자치시 전의면 유천리,대,농림지역,-,201807,6,330,"1,390",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,6,330.58,"1,390",지분,
세종특별자치시 전의면 노곡리,임야,농림지역,8m미만,201807,6,198,"1,420",지분,
세종특별자치시 장군면 대교리,임야,농림지역,8m미만,201807,6,248,"1,493", ,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,201807,6,165,"1,495",지분,
세종특별자치시 장군면 금암리,임야,농림지역,-,201807,6,347,"1,507",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201807,6,231,"1,642",지분,
세종특별자치시 전의면 영당리,임야,농림지역,8m미만,201807,6,398,"1,788",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,-,201807,6,496,"12,900",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,6,1653,"13,450",지분,
세종특별자치시 장군면 봉안리,답,계획관리지역,8m미만,201807,6,1755,"132,060", ,
세종특별자치시 장군면 봉안리,답,계획관리지역,8m미만,201807,6,2367,"177,940", ,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,6,23,188,지분,
세종특별자치시 장군면 대교리,임야,농림지역,8m미만,201807,6,33.05,199, ,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,330,"2,346",지분,
세종특별자치시 전의면 노곡리,임야,농림지역,8m미만,201807,6,330,"2,366",지분,
세종특별자치시 연서면 고복리,임야,농림지역,8m미만,201807,6,450,"2,386", ,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,6,330,"2,690",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,-,201807,6,116,"2,730",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,6,661.16,"2,780",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,6,347,"2,825",지분,
세종특별자치시 금남면 부용리,임야,농림지역,12m미만,201807,6,330,"2,990",지분,
세종특별자치시 연서면 신대리,답,농림지역,8m미만,201807,6,2366,"21,450", ,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,6,26,215,지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201807,6,3305,"23,463", ,
세종특별자치시 장군면 대교리,임야,보전관리지역,12m미만,201807,6,11930,"269,470", ,
세종특별자치시 연서면 고복리,답,생산관리지역,-,201807,6,2787,"27,800", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201807,6,496,"3,519",지분,
세종특별자치시 아름동,대,제1종전용주거지역,12m미만,201807,6,305.8,"33,000", ,
세종특별자치시 장군면 대교리,임야,농림지역,8m미만,201807,6,66.12,398, ,
세종특별자치시 연서면 고복리,답,생산관리지역,8m미만,201807,6,493,"4,000", ,
세종특별자치시 전의면 영당리,임야,농림지역,8m미만,201807,6,991,"4,470",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201807,6,661,"4,693",지분,
세종특별자치시 전의면 유천리,임야,농림지역,-,201807,6,99,417,지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201807,6,99.18,417,지분,
세종특별자치시 장군면 송문리,전,농림지역,8m미만,201807,6,3632.2,"43,000", ,
세종특별자치시 부강면 금호리,답,생산관리지역,8m미만,201807,6,1660,"48,000", ,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,6,1067,"5,916",지분,
세종특별자치시 전의면 양곡리,임야,계획관리지역,-,201807,6,17190,"57,200", ,
세종특별자치시 연서면 고복리,답,생산관리지역,-,201807,6,625,"6,000", ,
세종특별자치시 금남면 부용리,임야,농림지역,8m미만,201807,6,753.73,"6,589",지분,
세종특별자치시 전의면 금사리,임야,농림지역,8m미만,201807,6,165,620,지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,99,704,지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,99,704,지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201807,6,116,705,지분,
세종특별자치시 전의면 노곡리,임야,농림지역,8m미만,201807,6,99,717,지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201807,6,165,916,지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,6,116,942,지분,
세종특별자치시 장군면 대교리,임야,농림지역,8m미만,201807,6,165,995, ,
세종특별자치시 금남면 대박리,임야,보전관리지역,8m미만,201807,7,495,"22,000", ,
세종특별자치시 금남면 대박리,도로,보전관리지역,8m미만,201807,7,110,"3,000",지분,
세종특별자치시 금남면 영대리,답,개발제한구역,8m미만,201807,7,2510,"36,500", ,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201807,8,23,188,지분,
